x,y,result
74.0,-29.0,SHOT
52.0,-22.0,SHOT
-76.0,33.0,SHOT
78.0,-1.0,SHOT
-35.0,-16.0,SHOT
62.0,-2.0,SHOT
84.0,11.0,GOAL
-76.0,28.0,SHOT
62.0,-10.0,GOAL
-75.0,-6.0,SHOT
-79.0,-1.0,SHOT
-88.0,10.0,SHOT
-78.0,0.0,SHOT
-87.0,9.0,SHOT
-60.0,-9.0,SHOT
-32.0,15.0,SHOT
69.0,-15.0,SHOT
-83.0,-10.0,SHOT
-77.0,2.0,SHOT
-55.0,-13.0,SHOT
54.0,37.0,SHOT
-66.0,40.0,SHOT
-52.0,-27.0,SHOT
-39.0,23.0,SHOT
-67.0,16.0,SHOT
35.0,-25.0,SHOT
20.0,-36.0,SHOT
69.0,-40.0,SHOT
-80.0,1.0,SHOT
-82.0,-1.0,SHOT
-82.0,0.0,SHOT
67.0,5.0,SHOT
66.0,-26.0,SHOT
49.0,-5.0,SHOT
35.0,-31.0,SHOT
-78.0,-4.0,SHOT
-82.0,5.0,GOAL
85.0,7.0,SHOT
66.0,-18.0,SHOT
74.0,1.0,SHOT
72.0,2.0,SHOT
63.0,39.0,SHOT
78.0,7.0,SHOT
60.0,18.0,SHOT
65.0,-26.0,SHOT
78.0,-1.0,SHOT
43.0,-3.0,SHOT
67.0,13.0,SHOT
-81.0,1.0,SHOT
88.0,-13.0,SHOT
85.0,-12.0,SHOT
-70.0,-5.0,GOAL
-37.0,-14.0,SHOT
-61.0,23.0,SHOT
69.0,17.0,SHOT
-68.0,-19.0,SHOT
-34.0,8.0,SHOT
81.0,14.0,SHOT
-51.0,36.0,SHOT
-53.0,34.0,SHOT
70.0,-7.0,SHOT
34.0,21.0,SHOT
87.0,27.0,SHOT
50.0,33.0,SHOT
55.0,23.0,SHOT
72.0,0.0,SHOT
87.0,-6.0,SHOT
66.0,-16.0,SHOT
72.0,-2.0,SHOT
83.0,-3.0,SHOT
79.0,12.0,SHOT
40.0,-14.0,SHOT
67.0,-26.0,SHOT
38.0,-17.0,SHOT
70.0,-12.0,SHOT
51.0,-11.0,SHOT
79.0,3.0,SHOT
-78.0,12.0,SHOT
37.0,-25.0,SHOT
-62.0,16.0,SHOT
-44.0,-4.0,SHOT
-72.0,-4.0,SHOT
89.0,-7.0,SHOT
43.0,-15.0,SHOT
61.0,-20.0,SHOT
-48.0,28.0,SHOT
-69.0,0.0,SHOT
-49.0,-7.0,SHOT
50.0,36.0,SHOT
-64.0,-35.0,SHOT
-36.0,-2.0,SHOT
55.0,-29.0,SHOT
-72.0,-15.0,SHOT
-37.0,-1.0,SHOT
67.0,25.0,SHOT
-48.0,-17.0,SHOT
56.0,-24.0,SHOT
78.0,-5.0,SHOT
-63.0,-15.0,SHOT
-70.0,17.0,SHOT
84.0,7.0,SHOT
58.0,18.0,GOAL
-63.0,2.0,SHOT
54.0,32.0,SHOT
-39.0,31.0,SHOT
-33.0,17.0,SHOT
-77.0,-4.0,SHOT
-78.0,-3.0,SHOT
79.0,12.0,SHOT
81.0,4.0,SHOT
77.0,-4.0,SHOT
62.0,20.0,SHOT
35.0,-2.0,SHOT
66.0,-16.0,SHOT
-83.0,18.0,SHOT
-67.0,-28.0,SHOT
-37.0,26.0,GOAL
84.0,6.0,GOAL
78.0,-3.0,SHOT
80.0,-10.0,SHOT
-37.0,35.0,SHOT
-68.0,24.0,SHOT
-81.0,-1.0,SHOT
-81.0,-8.0,SHOT
-86.0,-24.0,SHOT
77.0,-21.0,SHOT
-41.0,-32.0,SHOT
75.0,-37.0,SHOT
84.0,-1.0,SHOT
64.0,-18.0,SHOT
82.0,5.0,SHOT
87.0,-12.0,SHOT
73.0,23.0,SHOT
-79.0,0.0,GOAL
84.0,-14.0,SHOT
-79.0,2.0,SHOT
-75.0,-11.0,SHOT
-82.0,-29.0,SHOT
-66.0,10.0,SHOT
-52.0,-12.0,SHOT
-66.0,20.0,SHOT
-87.0,5.0,SHOT
45.0,-25.0,SHOT
73.0,35.0,SHOT
63.0,5.0,SHOT
-48.0,38.0,SHOT
-84.0,22.0,SHOT
-40.0,20.0,SHOT
77.0,1.0,GOAL
-73.0,18.0,SHOT
-66.0,1.0,SHOT
-82.0,16.0,SHOT
-47.0,-14.0,SHOT
45.0,15.0,SHOT
-41.0,-23.0,SHOT
-84.0,9.0,SHOT
-86.0,18.0,SHOT
78.0,-8.0,SHOT
56.0,-5.0,SHOT
41.0,-30.0,SHOT
82.0,14.0,SHOT
-69.0,-30.0,SHOT
-65.0,-17.0,SHOT
66.0,-22.0,SHOT
32.0,10.0,SHOT
-70.0,-36.0,SHOT
37.0,28.0,SHOT
74.0,36.0,SHOT
-78.0,2.0,SHOT
-57.0,-12.0,SHOT
72.0,-1.0,SHOT
40.0,-21.0,SHOT
-70.0,-24.0,SHOT
45.0,-34.0,SHOT
84.0,-5.0,SHOT
39.0,27.0,SHOT
-39.0,33.0,SHOT
81.0,0.0,SHOT
-32.0,-33.0,SHOT
-79.0,-6.0,GOAL
-75.0,-5.0,SHOT
-37.0,33.0,SHOT
-80.0,-6.0,SHOT
62.0,-23.0,SHOT
-7.0,36.0,SHOT
-70.0,-21.0,SHOT
-67.0,-38.0,SHOT
-79.0,-20.0,SHOT
51.0,23.0,SHOT
37.0,1.0,SHOT
-79.0,7.0,SHOT
41.0,-14.0,SHOT
54.0,-3.0,SHOT
83.0,5.0,SHOT
57.0,30.0,SHOT
61.0,9.0,SHOT
49.0,2.0,SHOT
76.0,-16.0,SHOT
32.0,23.0,SHOT
-30.0,-36.0,SHOT
-69.0,-17.0,SHOT
39.0,-2.0,SHOT
78.0,4.0,SHOT
60.0,16.0,SHOT
-80.0,36.0,SHOT
37.0,32.0,SHOT
-35.0,20.0,SHOT
-58.0,-23.0,SHOT
70.0,-9.0,SHOT
77.0,13.0,GOAL
-55.0,-24.0,SHOT
-80.0,5.0,SHOT
-82.0,0.0,SHOT
-67.0,0.0,SHOT
-43.0,-3.0,SHOT
51.0,21.0,SHOT
61.0,-23.0,SHOT
70.0,-12.0,GOAL
60.0,11.0,SHOT
70.0,13.0,SHOT
81.0,15.0,SHOT
43.0,-34.0,SHOT
-80.0,-18.0,SHOT
-80.0,10.0,SHOT
-73.0,6.0,SHOT
-35.0,34.0,SHOT
39.0,-22.0,SHOT
-58.0,-2.0,SHOT
40.0,10.0,SHOT
47.0,-8.0,SHOT
66.0,31.0,SHOT
7.0,37.0,SHOT
85.0,-4.0,SHOT
63.0,-18.0,SHOT
34.0,30.0,GOAL
1.0,29.0,SHOT
87.0,9.0,SHOT
67.0,4.0,SHOT
33.0,-34.0,SHOT
69.0,37.0,SHOT
-42.0,-14.0,SHOT
-68.0,0.0,SHOT
44.0,19.0,SHOT
67.0,19.0,GOAL
-19.0,21.0,SHOT
68.0,-20.0,SHOT
-67.0,-21.0,SHOT
69.0,-33.0,SHOT
-56.0,-5.0,SHOT
-64.0,1.0,SHOT
38.0,-20.0,SHOT
77.0,0.0,SHOT
72.0,0.0,SHOT
-80.0,1.0,SHOT
81.0,-6.0,SHOT
-90.0,-28.0,SHOT
-33.0,-36.0,SHOT
-87.0,5.0,SHOT
-36.0,-22.0,SHOT
-42.0,-4.0,SHOT
17.0,-29.0,SHOT
60.0,18.0,SHOT
36.0,-32.0,SHOT
51.0,7.0,GOAL
-56.0,-22.0,SHOT
-61.0,10.0,SHOT
81.0,-4.0,SHOT
-81.0,-16.0,SHOT
-52.0,-26.0,GOAL
82.0,-9.0,SHOT
84.0,-2.0,SHOT
80.0,-5.0,SHOT
76.0,-2.0,SHOT
34.0,-26.0,SHOT
75.0,26.0,SHOT
53.0,-23.0,SHOT
73.0,1.0,GOAL
68.0,-9.0,SHOT
-48.0,20.0,SHOT
72.0,10.0,SHOT
-63.0,-18.0,SHOT
-67.0,36.0,SHOT
60.0,21.0,SHOT
81.0,-1.0,SHOT
72.0,9.0,SHOT
79.0,0.0,GOAL
-62.0,-12.0,SHOT
35.0,28.0,SHOT
-57.0,32.0,SHOT
-63.0,29.0,SHOT
75.0,27.0,SHOT
48.0,28.0,SHOT
70.0,-14.0,SHOT
43.0,0.0,SHOT
-66.0,4.0,SHOT
83.0,-5.0,SHOT
-73.0,-6.0,SHOT
64.0,-27.0,SHOT
37.0,-13.0,SHOT
84.0,-23.0,SHOT
69.0,22.0,SHOT
-37.0,-19.0,SHOT
-37.0,-9.0,SHOT
-84.0,-7.0,SHOT
-82.0,8.0,SHOT
-68.0,2.0,GOAL
72.0,-39.0,SHOT
-71.0,18.0,SHOT
-75.0,-12.0,SHOT
-70.0,6.0,GOAL
-38.0,-30.0,SHOT
-43.0,25.0,SHOT
36.0,-33.0,SHOT
-55.0,10.0,GOAL
61.0,-3.0,SHOT
-53.0,27.0,SHOT
-30.0,-35.0,SHOT
91.0,-20.0,GOAL
86.0,-7.0,SHOT
-36.0,23.0,SHOT
52.0,-20.0,SHOT
-48.0,27.0,SHOT
45.0,-12.0,SHOT
-37.0,21.0,SHOT
-82.0,-6.0,SHOT
-61.0,16.0,SHOT
55.0,38.0,SHOT
35.0,26.0,SHOT
64.0,-20.0,SHOT
-80.0,12.0,SHOT
-58.0,26.0,SHOT
88.0,-8.0,SHOT
72.0,-11.0,SHOT
72.0,-1.0,SHOT
82.0,-1.0,GOAL
-58.0,-27.0,SHOT
60.0,4.0,SHOT
69.0,-12.0,SHOT
-58.0,-36.0,SHOT
-36.0,28.0,SHOT
47.0,23.0,SHOT
-48.0,-25.0,SHOT
-81.0,-8.0,SHOT
-87.0,25.0,SHOT
-53.0,-11.0,SHOT
-93.0,36.0,SHOT
76.0,7.0,SHOT
-60.0,-33.0,SHOT
87.0,-7.0,SHOT
-89.0,22.0,SHOT
-79.0,-4.0,SHOT
-73.0,-1.0,SHOT
-84.0,3.0,SHOT
-72.0,-3.0,SHOT
-76.0,-5.0,GOAL
31.0,21.0,SHOT
57.0,-18.0,SHOT
92.0,-35.0,SHOT
-21.0,5.0,SHOT
-55.0,28.0,SHOT
60.0,-31.0,SHOT
32.0,10.0,SHOT
80.0,-3.0,SHOT
51.0,23.0,SHOT
34.0,16.0,SHOT
85.0,-3.0,GOAL
-72.0,-18.0,SHOT
81.0,-21.0,SHOT
73.0,-23.0,SHOT
46.0,15.0,SHOT
-74.0,20.0,SHOT
-74.0,-18.0,SHOT
-73.0,-3.0,SHOT
-82.0,-7.0,GOAL
-17.0,-10.0,SHOT
83.0,28.0,SHOT
-37.0,26.0,SHOT
14.0,-30.0,SHOT
-72.0,-16.0,SHOT
-66.0,23.0,SHOT
-81.0,-1.0,SHOT
-85.0,-4.0,SHOT
-88.0,-5.0,SHOT
-73.0,-22.0,SHOT
-35.0,24.0,SHOT
-83.0,-6.0,SHOT
68.0,0.0,SHOT
28.0,-38.0,SHOT
53.0,-12.0,SHOT
80.0,1.0,SHOT
-60.0,-15.0,SHOT
-51.0,-40.0,SHOT
-76.0,-10.0,SHOT
71.0,3.0,GOAL
-80.0,3.0,GOAL
-64.0,-36.0,SHOT
-80.0,-4.0,SHOT
-74.0,4.0,GOAL
-33.0,-28.0,SHOT
-65.0,23.0,SHOT
-96.0,-4.0,SHOT
48.0,-15.0,SHOT
79.0,-1.0,SHOT
-56.0,34.0,SHOT
-78.0,25.0,SHOT
38.0,2.0,SHOT
53.0,-17.0,SHOT
-57.0,32.0,SHOT
-75.0,-18.0,SHOT
82.0,-11.0,SHOT
88.0,-8.0,SHOT
44.0,41.0,SHOT
69.0,-36.0,SHOT
-74.0,-13.0,SHOT
-67.0,-22.0,SHOT
55.0,31.0,SHOT
45.0,-22.0,SHOT
1.0,-16.0,SHOT
-82.0,27.0,SHOT
59.0,19.0,SHOT
37.0,27.0,SHOT
-84.0,15.0,SHOT
46.0,34.0,SHOT
81.0,4.0,SHOT
1.0,2.0,SHOT
-46.0,-33.0,SHOT
-63.0,10.0,SHOT
78.0,3.0,SHOT
31.0,5.0,SHOT
-1.0,-30.0,SHOT
53.0,-19.0,SHOT
80.0,1.0,SHOT
-36.0,-1.0,GOAL
81.0,0.0,GOAL
51.0,23.0,SHOT
39.0,-18.0,SHOT
-83.0,3.0,SHOT
-80.0,1.0,SHOT
81.0,4.0,SHOT
81.0,6.0,SHOT
68.0,-2.0,SHOT
80.0,-3.0,SHOT
81.0,2.0,SHOT
36.0,-4.0,SHOT
30.0,2.0,SHOT
37.0,-28.0,SHOT
82.0,7.0,SHOT
-17.0,22.0,SHOT
33.0,-14.0,SHOT
80.0,12.0,SHOT
-50.0,23.0,SHOT
25.0,31.0,SHOT
-83.0,-5.0,SHOT
72.0,-7.0,SHOT
56.0,-15.0,SHOT
58.0,-35.0,SHOT
65.0,14.0,SHOT
37.0,-23.0,SHOT
36.0,33.0,SHOT
-73.0,1.0,GOAL
39.0,-26.0,SHOT
63.0,11.0,SHOT
-60.0,33.0,SHOT
-44.0,19.0,SHOT
-73.0,-6.0,GOAL
-38.0,29.0,SHOT
41.0,23.0,SHOT
53.0,27.0,SHOT
-20.0,8.0,SHOT
-76.0,1.0,SHOT
-35.0,31.0,SHOT
-35.0,10.0,SHOT
-55.0,-20.0,SHOT
67.0,18.0,SHOT
39.0,-5.0,SHOT
53.0,31.0,SHOT
34.0,-14.0,SHOT
80.0,17.0,SHOT
-80.0,-8.0,SHOT
-76.0,-1.0,GOAL
40.0,-18.0,GOAL
-85.0,-14.0,SHOT
-51.0,-21.0,SHOT
43.0,-24.0,SHOT
-53.0,-20.0,SHOT
-78.0,2.0,SHOT
39.0,7.0,SHOT
76.0,0.0,SHOT
-53.0,-17.0,SHOT
-67.0,22.0,SHOT
49.0,6.0,SHOT
55.0,1.0,SHOT
42.0,-24.0,SHOT
-73.0,7.0,SHOT
-48.0,-3.0,SHOT
56.0,25.0,SHOT
46.0,7.0,SHOT
-75.0,11.0,SHOT
-72.0,0.0,SHOT
-19.0,-8.0,SHOT
45.0,-3.0,SHOT
54.0,10.0,SHOT
-44.0,-3.0,SHOT
-41.0,-26.0,SHOT
56.0,-23.0,SHOT
39.0,34.0,SHOT
-79.0,-23.0,SHOT
59.0,-10.0,SHOT
-61.0,27.0,SHOT
-39.0,-23.0,SHOT
-60.0,6.0,SHOT
-53.0,19.0,SHOT
0.0,-6.0,SHOT
-59.0,31.0,SHOT
-52.0,-16.0,SHOT
-35.0,-30.0,SHOT
-56.0,-29.0,SHOT
-72.0,-8.0,SHOT
-77.0,1.0,SHOT
59.0,-37.0,SHOT
-69.0,33.0,SHOT
-58.0,-40.0,SHOT
-52.0,23.0,SHOT
49.0,-5.0,SHOT
-51.0,1.0,GOAL
-85.0,13.0,SHOT
-32.0,29.0,SHOT
77.0,3.0,SHOT
48.0,-25.0,SHOT
78.0,-26.0,SHOT
41.0,34.0,SHOT
-73.0,-25.0,SHOT
54.0,5.0,SHOT
78.0,-4.0,SHOT
87.0,-6.0,SHOT
84.0,-1.0,SHOT
-84.0,-30.0,SHOT
-63.0,-2.0,GOAL
61.0,-18.0,SHOT
75.0,-27.0,SHOT
43.0,32.0,SHOT
-40.0,36.0,SHOT
-82.0,-25.0,SHOT
-64.0,5.0,SHOT
-84.0,-12.0,SHOT
-65.0,-4.0,SHOT
-48.0,2.0,SHOT
-46.0,8.0,SHOT
-50.0,-9.0,SHOT
-63.0,-4.0,GOAL
-63.0,-12.0,GOAL
65.0,-3.0,GOAL
-40.0,-36.0,SHOT
-54.0,-7.0,SHOT
-85.0,-8.0,SHOT
-58.0,-28.0,SHOT
54.0,22.0,SHOT
43.0,26.0,SHOT
-70.0,-23.0,SHOT
38.0,-32.0,SHOT
-75.0,-11.0,SHOT
-34.0,20.0,SHOT
-76.0,-18.0,SHOT
-51.0,-21.0,SHOT
-43.0,25.0,SHOT
-44.0,-32.0,SHOT
-64.0,-25.0,SHOT
-37.0,-5.0,SHOT
-70.0,1.0,GOAL
-34.0,27.0,SHOT
-38.0,22.0,SHOT
42.0,-31.0,SHOT
70.0,27.0,SHOT
-34.0,23.0,SHOT
-73.0,-8.0,GOAL
35.0,-4.0,SHOT
64.0,32.0,SHOT
-50.0,-30.0,SHOT
-35.0,20.0,GOAL
-57.0,-5.0,SHOT
61.0,-3.0,SHOT
-44.0,6.0,SHOT
-39.0,-27.0,SHOT
40.0,-29.0,SHOT
41.0,-33.0,SHOT
62.0,-3.0,SHOT
39.0,-5.0,SHOT
41.0,22.0,SHOT
51.0,-16.0,SHOT
67.0,-12.0,SHOT
-67.0,10.0,SHOT
75.0,3.0,GOAL
55.0,-7.0,SHOT
-63.0,5.0,SHOT
67.0,4.0,SHOT
-66.0,1.0,SHOT
55.0,20.0,SHOT
-57.0,12.0,SHOT
-57.0,-16.0,SHOT
62.0,-16.0,SHOT
-70.0,2.0,GOAL
36.0,-15.0,SHOT
75.0,-27.0,SHOT
-72.0,5.0,SHOT
57.0,25.0,SHOT
72.0,0.0,SHOT
61.0,-1.0,GOAL
75.0,5.0,SHOT
-50.0,1.0,SHOT
-37.0,-13.0,SHOT
80.0,8.0,SHOT
73.0,17.0,SHOT
63.0,-1.0,SHOT
57.0,20.0,SHOT
66.0,-1.0,SHOT
40.0,16.0,SHOT
76.0,-1.0,SHOT
34.0,17.0,SHOT
-64.0,28.0,SHOT
-64.0,12.0,GOAL
-49.0,-22.0,GOAL
-39.0,25.0,SHOT
-76.0,-12.0,SHOT
72.0,2.0,SHOT
63.0,21.0,SHOT
65.0,-16.0,GOAL
78.0,-1.0,SHOT
79.0,6.0,SHOT
-39.0,-30.0,SHOT
-71.0,-1.0,SHOT
67.0,23.0,SHOT
-60.0,21.0,SHOT
45.0,-27.0,SHOT
52.0,-22.0,SHOT
49.0,29.0,SHOT
-55.0,12.0,SHOT
-74.0,0.0,GOAL
72.0,10.0,SHOT
70.0,0.0,SHOT
45.0,-7.0,SHOT
-74.0,-14.0,SHOT
45.0,-20.0,SHOT
52.0,-29.0,SHOT
52.0,1.0,SHOT
-40.0,31.0,SHOT
-31.0,37.0,SHOT
-83.0,-3.0,GOAL
58.0,7.0,SHOT
-59.0,-19.0,SHOT
12.0,33.0,SHOT
68.0,10.0,SHOT
51.0,14.0,SHOT
-55.0,2.0,SHOT
69.0,-14.0,SHOT
-78.0,6.0,SHOT
38.0,14.0,GOAL
-45.0,31.0,SHOT
-79.0,5.0,SHOT
-78.0,1.0,GOAL
79.0,3.0,SHOT
44.0,-37.0,SHOT
-74.0,9.0,SHOT
52.0,24.0,SHOT
-78.0,5.0,SHOT
-42.0,17.0,SHOT
-65.0,22.0,SHOT
75.0,-6.0,SHOT
35.0,16.0,SHOT
34.0,31.0,SHOT
78.0,1.0,SHOT
85.0,-4.0,SHOT
79.0,3.0,SHOT
67.0,-24.0,SHOT
-66.0,-3.0,SHOT
-41.0,0.0,SHOT
-78.0,0.0,SHOT
70.0,-5.0,SHOT
-63.0,17.0,SHOT
73.0,10.0,SHOT
75.0,5.0,GOAL
83.0,-7.0,SHOT
71.0,-26.0,SHOT
78.0,0.0,SHOT
-58.0,-28.0,SHOT
58.0,12.0,SHOT
54.0,10.0,SHOT
81.0,-27.0,SHOT
78.0,-10.0,SHOT
62.0,5.0,SHOT
76.0,4.0,GOAL
69.0,33.0,SHOT
57.0,2.0,SHOT
73.0,2.0,SHOT
70.0,1.0,SHOT
-41.0,-27.0,SHOT
-79.0,10.0,SHOT
-51.0,-1.0,SHOT
74.0,2.0,SHOT
-52.0,-34.0,SHOT
-84.0,-9.0,SHOT
-36.0,24.0,SHOT
-33.0,14.0,SHOT
70.0,0.0,SHOT
34.0,-29.0,SHOT
-72.0,21.0,SHOT
-77.0,8.0,SHOT
-35.0,32.0,SHOT
41.0,35.0,SHOT
-36.0,6.0,SHOT
-38.0,9.0,SHOT
-66.0,4.0,GOAL
-35.0,-10.0,SHOT
68.0,-24.0,SHOT
35.0,25.0,SHOT
81.0,0.0,SHOT
-46.0,0.0,SHOT
61.0,19.0,SHOT
81.0,-7.0,SHOT
65.0,-1.0,SHOT
38.0,12.0,SHOT
-73.0,13.0,SHOT
-36.0,-7.0,SHOT
32.0,32.0,SHOT
54.0,33.0,SHOT
70.0,12.0,SHOT
52.0,14.0,SHOT
-33.0,-11.0,SHOT
-79.0,3.0,GOAL
81.0,-7.0,SHOT
64.0,-19.0,GOAL
67.0,-1.0,SHOT
78.0,-7.0,SHOT
85.0,-13.0,SHOT
50.0,-1.0,SHOT
68.0,-20.0,SHOT
77.0,-10.0,GOAL
67.0,4.0,SHOT
-67.0,14.0,SHOT
-37.0,-10.0,SHOT
-79.0,0.0,SHOT
78.0,-14.0,SHOT
-33.0,-21.0,SHOT
-53.0,18.0,GOAL
-38.0,-19.0,SHOT
-80.0,2.0,SHOT
36.0,11.0,SHOT
-43.0,32.0,SHOT
-72.0,1.0,SHOT
-79.0,-5.0,SHOT
-83.0,-3.0,SHOT
52.0,-13.0,SHOT
72.0,-27.0,SHOT
81.0,3.0,SHOT
59.0,-38.0,SHOT
-40.0,33.0,SHOT
-52.0,2.0,SHOT
-46.0,-26.0,SHOT
35.0,-22.0,SHOT
72.0,0.0,SHOT
47.0,10.0,SHOT
54.0,-6.0,SHOT
54.0,35.0,SHOT
72.0,36.0,SHOT
45.0,3.0,SHOT
72.0,36.0,SHOT
70.0,0.0,SHOT
-42.0,34.0,SHOT
-37.0,-25.0,SHOT
80.0,-5.0,GOAL
16.0,-39.0,SHOT
81.0,9.0,SHOT
-53.0,-36.0,SHOT
69.0,-8.0,SHOT
63.0,25.0,SHOT
-11.0,7.0,SHOT
22.0,9.0,SHOT
-59.0,-11.0,SHOT
42.0,-19.0,SHOT
-75.0,-1.0,SHOT
-46.0,-30.0,SHOT
-37.0,-27.0,SHOT
-32.0,23.0,SHOT
-35.0,-28.0,SHOT
35.0,-9.0,SHOT
35.0,-26.0,SHOT
-70.0,-16.0,SHOT
63.0,-30.0,SHOT
76.0,-36.0,SHOT
-78.0,-2.0,SHOT
-54.0,-36.0,SHOT
-54.0,-20.0,SHOT
-34.0,-26.0,GOAL
55.0,13.0,SHOT
-53.0,38.0,SHOT
72.0,-2.0,SHOT
14.0,-3.0,SHOT
70.0,38.0,SHOT
39.0,-3.0,SHOT
37.0,-14.0,SHOT
37.0,-28.0,SHOT
39.0,-7.0,SHOT
81.0,1.0,SHOT
9.0,-33.0,SHOT
-53.0,-3.0,SHOT
80.0,-20.0,SHOT
-37.0,20.0,SHOT
-65.0,0.0,GOAL
58.0,26.0,SHOT
-16.0,32.0,SHOT
-70.0,0.0,SHOT
64.0,-27.0,SHOT
-37.0,19.0,SHOT
-43.0,39.0,SHOT
58.0,36.0,SHOT
39.0,24.0,SHOT
-83.0,-9.0,SHOT
-52.0,22.0,SHOT
-62.0,25.0,GOAL
31.0,31.0,SHOT
-62.0,14.0,SHOT
65.0,3.0,GOAL
47.0,-22.0,SHOT
60.0,-20.0,SHOT
-87.0,7.0,SHOT
-76.0,-1.0,GOAL
-61.0,20.0,SHOT
-55.0,11.0,SHOT
53.0,7.0,SHOT
63.0,-3.0,SHOT
36.0,16.0,SHOT
60.0,4.0,SHOT
-69.0,16.0,GOAL
58.0,3.0,SHOT
-45.0,33.0,SHOT
-44.0,-19.0,SHOT
-64.0,20.0,SHOT
40.0,-28.0,SHOT
51.0,23.0,SHOT
40.0,-27.0,SHOT
-38.0,-30.0,SHOT
-54.0,25.0,SHOT
-39.0,23.0,SHOT
-79.0,9.0,GOAL
37.0,-20.0,SHOT
75.0,2.0,GOAL
75.0,7.0,SHOT
11.0,-35.0,SHOT
59.0,-1.0,SHOT
72.0,-17.0,SHOT
81.0,2.0,GOAL
82.0,-10.0,SHOT
85.0,8.0,SHOT
-43.0,-26.0,SHOT
84.0,-14.0,SHOT
72.0,9.0,SHOT
40.0,3.0,SHOT
-73.0,11.0,SHOT
-79.0,7.0,SHOT
34.0,21.0,SHOT
-55.0,-11.0,SHOT
9.0,-19.0,SHOT
39.0,-23.0,SHOT
-55.0,-28.0,SHOT
44.0,-15.0,SHOT
55.0,5.0,SHOT
60.0,19.0,SHOT
84.0,-11.0,SHOT
37.0,-14.0,SHOT
-82.0,1.0,SHOT
-39.0,-17.0,SHOT
-76.0,-10.0,SHOT
-79.0,-3.0,SHOT
-36.0,5.0,SHOT
-52.0,26.0,SHOT
84.0,-4.0,SHOT
-50.0,0.0,SHOT
2.0,29.0,SHOT
56.0,16.0,SHOT
-42.0,-1.0,GOAL
-63.0,6.0,SHOT
-70.0,-6.0,SHOT
-65.0,-23.0,SHOT
28.0,-3.0,SHOT
83.0,0.0,SHOT
31.0,-16.0,SHOT
-70.0,-7.0,SHOT
36.0,5.0,SHOT
38.0,-9.0,SHOT
4.0,32.0,SHOT
37.0,35.0,SHOT
-35.0,-15.0,SHOT
-53.0,-23.0,SHOT
-48.0,14.0,SHOT
71.0,-7.0,SHOT
84.0,0.0,SHOT
57.0,-12.0,SHOT
-88.0,-5.0,SHOT
-72.0,-1.0,SHOT
-69.0,1.0,GOAL
-74.0,13.0,SHOT
82.0,5.0,SHOT
42.0,14.0,SHOT
81.0,-5.0,GOAL
39.0,18.0,SHOT
43.0,11.0,SHOT
-35.0,-25.0,SHOT
-80.0,3.0,SHOT
-82.0,3.0,SHOT
-92.0,-10.0,SHOT
-45.0,19.0,SHOT
-62.0,-18.0,SHOT
-64.0,12.0,SHOT
-53.0,-23.0,SHOT
31.0,-29.0,SHOT
-62.0,1.0,SHOT
-79.0,-6.0,SHOT
-34.0,-34.0,SHOT
-49.0,-6.0,SHOT
-72.0,-6.0,SHOT
-6.0,1.0,SHOT
79.0,-16.0,SHOT
-87.0,-12.0,SHOT
75.0,4.0,GOAL
-82.0,0.0,SHOT
42.0,11.0,GOAL
-25.0,-21.0,SHOT
-48.0,-12.0,GOAL
37.0,17.0,SHOT
-84.0,-6.0,SHOT
-80.0,14.0,SHOT
70.0,5.0,SHOT
78.0,34.0,SHOT
59.0,-10.0,SHOT
-45.0,-13.0,GOAL
-62.0,-3.0,SHOT
57.0,-31.0,SHOT
-52.0,-23.0,SHOT
-85.0,10.0,SHOT
85.0,7.0,SHOT
-63.0,-19.0,SHOT
47.0,19.0,SHOT
66.0,22.0,SHOT
52.0,9.0,SHOT
47.0,25.0,SHOT
-57.0,-15.0,SHOT
66.0,39.0,SHOT
-54.0,17.0,SHOT
-65.0,12.0,GOAL
-76.0,-8.0,SHOT
-79.0,-1.0,SHOT
-49.0,-6.0,SHOT
2.0,38.0,SHOT
26.0,-34.0,SHOT
-66.0,-3.0,SHOT
-59.0,-3.0,SHOT
64.0,24.0,GOAL
-59.0,9.0,SHOT
-57.0,-18.0,SHOT
32.0,-19.0,SHOT
57.0,36.0,SHOT
40.0,19.0,SHOT
65.0,-20.0,SHOT
79.0,1.0,SHOT
83.0,-6.0,GOAL
-14.0,36.0,SHOT
-7.0,16.0,SHOT
-62.0,-21.0,SHOT
-73.0,13.0,SHOT
60.0,-14.0,SHOT
52.0,30.0,GOAL
57.0,-27.0,SHOT
-14.0,-5.0,SHOT
30.0,2.0,SHOT
-49.0,-10.0,SHOT
-42.0,-36.0,SHOT
-35.0,-34.0,SHOT
-52.0,-13.0,GOAL
-78.0,-22.0,SHOT
-70.0,-35.0,SHOT
57.0,33.0,SHOT
32.0,25.0,SHOT
-58.0,3.0,SHOT
-50.0,-12.0,SHOT
11.0,-20.0,SHOT
-82.0,1.0,SHOT
-82.0,2.0,SHOT
73.0,-24.0,SHOT
34.0,3.0,SHOT
34.0,-35.0,SHOT
75.0,8.0,SHOT
54.0,-12.0,GOAL
79.0,20.0,SHOT
-85.0,4.0,SHOT
-31.0,7.0,SHOT
-81.0,0.0,SHOT
65.0,-13.0,SHOT
79.0,-6.0,SHOT
83.0,-12.0,SHOT
58.0,23.0,SHOT
61.0,-30.0,SHOT
-60.0,-14.0,SHOT
